missing;day_number;year;CODE;sv_date_from_db;temp;station;Tidsutsnitt:;;;;
;324;2011;2011324;20.11.2011;5.4;Hemse;;;;;
;325;2011;2011325;21.11.2011;5.5;Hemse;;;;;
;326;2011;2011326;22.11.2011;1.6;Hemse;;;;;
;327;2011;2011327;23.11.2011;5.2;Hemse;;;;;
;328;2011;2011328;24.11.2011;6.7;Hemse;;;;;
;329;2011;2011329;25.11.2011;7.3;Hemse;;;;;
;330;2011;2011330;26.11.2011;5.5;Hemse;;;;;
;331;2011;2011331;27.11.2011;7.8;Hemse;;;;;
;332;2011;2011332;28.11.2011;4.4;Hemse;;;;;
;333;2011;2011333;29.11.2011;5.3;Hemse;;;;;
;334;2011;2011334;30.11.2011;5.8;Hemse;;;;;
;335;2011;2011335;01.12.2011;5.3;Hemse;;;;;
;336;2011;2011336;02.12.2011;4.7;Hemse;;;;;
;337;2011;2011337;03.12.2011;4.2;Hemse;;;;;
;338;2011;2011338;04.12.2011;4.2;Hemse;;;;;
;339;2011;2011339;05.12.2011;2.1;Hemse;;;;;
;340;2011;2011340;06.12.2011;0.8;Hemse;;;;;
;341;2011;2011341;07.12.2011;2.5;Hemse;;;;;
;342;2011;2011342;08.12.2011;0.9;Hemse;;;;;
;343;2011;2011343;09.12.2011;4.8;Hemse;;;;;
;344;2011;2011344;10.12.2011;3.2;Hemse;;;;;
;345;2011;2011345;11.12.2011;2.9;Hemse;;;;;
;346;2011;2011346;12.12.2011;3.8;Hemse;;;;;
;347;2011;2011347;13.12.2011;3.7;Hemse;;;;;
;348;2011;2011348;14.12.2011;4.8;Hemse;;;;;
;349;2011;2011349;15.12.2011;3.9;Hemse;;;;;
;350;2011;2011350;16.12.2011;3.8;Hemse;;;;;
;351;2011;2011351;17.12.2011;1.8;Hemse;;;;;
;352;2011;2011352;18.12.2011;1.3;Hemse;;;;;
;353;2011;2011353;19.12.2011;2.1;Hemse;;;;;
;354;2011;2011354;20.12.2011;2.2;Hemse;;;;;
;355;2011;2011355;21.12.2011;-2.5;Hemse;;;;;
;356;2011;2011356;22.12.2011;-0.4;Hemse;;;;;
;357;2011;2011357;23.12.2011;3.7;Hemse;;;;;
;358;2011;2011358;24.12.2011;3.9;Hemse;;;;;
;359;2011;2011359;25.12.2011;4.5;Hemse;;;;;
;360;2011;2011360;26.12.2011;6.6;Hemse;;;;;
;361;2011;2011361;27.12.2011;5.6;Hemse;;;;;
;362;2011;2011362;28.12.2011;2.3;Hemse;;;;;
;363;2011;2011363;29.12.2011;4.7;Hemse;;;;;
;364;2011;2011364;30.12.2011;1.2;Hemse;;;;;
;365;2011;2011365;31.12.2011;-4.1;Hemse;;;;;
;001;2012;2012001;01.01.2012;0.3;Hemse;;;;;
;002;2012;2012002;02.01.2012;3.8;Hemse;;;;;
;003;2012;2012003;03.01.2012;3.1;Hemse;;;;;
;004;2012;2012004;04.01.2012;3.4;Hemse;;;;;
;005;2012;2012005;05.01.2012;2.9;Hemse;;;;;
;006;2012;2012006;06.01.2012;-0.3;Hemse;;;;;
;007;2012;2012007;07.01.2012;1.3;Hemse;;;;;
;008;2012;2012008;08.01.2012;1.8;Hemse;;;;;
;009;2012;2012009;09.01.2012;-1.3;Hemse;;;;;
;010;2012;2012010;10.01.2012;-0.3;Hemse;;;;;
;011;2012;2012011;11.01.2012;3.2;Hemse;;;;;
;012;2012;2012012;12.01.2012;3.3;Hemse;;;;;
;013;2012;2012013;13.01.2012;0.5;Hemse;;;;;
;014;2012;2012014;14.01.2012;-0.7;Hemse;;;;;
;015;2012;2012015;15.01.2012;-0.5;Hemse;;;;;
;016;2012;2012016;16.01.2012;-3.3;Hemse;;;;;
;017;2012;2012017;17.01.2012;0.8;Hemse;;;;;
;018;2012;2012018;18.01.2012;1.3;Hemse;;;;;
;019;2012;2012019;19.01.2012;1.1;Hemse;;;;;
;020;2012;2012020;20.01.2012;-1.8;Hemse;;;;;
;021;2012;2012021;21.01.2012;0.2;Hemse;;;;;
;022;2012;2012022;22.01.2012;0.3;Hemse;;;;;
;023;2012;2012023;23.01.2012;0.5;Hemse;;;;;
;024;2012;2012024;24.01.2012;-1;Hemse;;;;;
;025;2012;2012025;25.01.2012;-1.2;Hemse;;;;;
;026;2012;2012026;26.01.2012;-1.4;Hemse;;;;;
;027;2012;2012027;27.01.2012;-2.8;Hemse;;;;;
;028;2012;2012028;28.01.2012;-3;Hemse;;;;;
;029;2012;2012029;29.01.2012;-2.6;Hemse;;;;;
;030;2012;2012030;30.01.2012;-6.2;Hemse;;;;;
;031;2012;2012031;31.01.2012;-9.4;Hemse;;;;;
;032;2012;2012032;01.02.2012;-7.9;Hemse;;;;;
;033;2012;2012033;02.02.2012;-9.6;Hemse;;;;;
;034;2012;2012034;03.02.2012;-13.5;Hemse;;;;;
;035;2012;2012035;04.02.2012;-11.9;Hemse;;;;;
;036;2012;2012036;05.02.2012;-14;Hemse;;;;;
;037;2012;2012037;06.02.2012;-13.5;Hemse;;;;;
;038;2012;2012038;07.02.2012;-9.4;Hemse;;;;;
;039;2012;2012039;08.02.2012;-3.1;Hemse;;;;;
;040;2012;2012040;09.02.2012;-5.2;Hemse;;;;;
;041;2012;2012041;10.02.2012;-9.4;Hemse;;;;;
;042;2012;2012042;11.02.2012;-4.8;Hemse;;;;;
;043;2012;2012043;12.02.2012;-2.2;Hemse;;;;;
;044;2012;2012044;13.02.2012;-4.4;Hemse;;;;;
;045;2012;2012045;14.02.2012;-2.4;Hemse;;;;;
;046;2012;2012046;15.02.2012;-1.4;Hemse;;;;;
;047;2012;2012047;16.02.2012;-1.5;Hemse;;;;;
;048;2012;2012048;17.02.2012;0.3;Hemse;;;;;
;049;2012;2012049;18.02.2012;-0.8;Hemse;;;;;
;050;2012;2012050;19.02.2012;1.9;Hemse;;;;;
;051;2012;2012051;20.02.2012;-0.7;Hemse;;;;;
;052;2012;2012052;21.02.2012;0.9;Hemse;;;;;
;053;2012;2012053;22.02.2012;1.1;Hemse;;;;;
;054;2012;2012054;23.02.2012;3;Hemse;;;;;
;055;2012;2012055;24.02.2012;4;Hemse;;;;;
;056;2012;2012056;25.02.2012;3;Hemse;;;;;
;057;2012;2012057;26.02.2012;-0.5;Hemse;;;;;
;058;2012;2012058;27.02.2012;-1.8;Hemse;;;;;
;059;2012;2012059;28.02.2012;1.7;Hemse;;;;;
;060;2012;2012060;29.02.2012;2.5;Hemse;;;;;
;061;2012;2012061;01.03.2012;3.7;Hemse;;;;;
;062;2012;2012062;02.03.2012;3.4;Hemse;;;;;
;063;2012;2012063;03.03.2012;1.5;Hemse;;;;;
;064;2012;2012064;04.03.2012;-2.9;Hemse;;;;;
;065;2012;2012065;05.03.2012;-3.5;Hemse;;;;;
;066;2012;2012066;06.03.2012;-4.2;Hemse;;;;;
;067;2012;2012067;07.03.2012;-4.2;Hemse;;;;;
;068;2012;2012068;08.03.2012;0.1;Hemse;;;;;
;069;2012;2012069;09.03.2012;1.1;Hemse;;;;;
;070;2012;2012070;10.03.2012;4.9;Hemse;;;;;
;071;2012;2012071;11.03.2012;3.4;Hemse;;;;;
;072;2012;2012072;12.03.2012;6.6;Hemse;;;;;
;073;2012;2012073;13.03.2012;5.5;Hemse;;;;;
;074;2012;2012074;14.03.2012;0;Hemse;;;;;
;075;2012;2012075;15.03.2012;3.6;Hemse;;;;;
;076;2012;2012076;16.03.2012;4;Hemse;;;;;
;077;2012;2012077;17.03.2012;2.7;Hemse;;;;;
;078;2012;2012078;18.03.2012;4.2;Hemse;;;;;
;079;2012;2012079;19.03.2012;2;Hemse;;;;;
;080;2012;2012080;20.03.2012;3.3;Hemse;;;;;
;081;2012;2012081;21.03.2012;7.8;Hemse;;;;;
;082;2012;2012082;22.03.2012;6.6;Hemse;;;;;
;083;2012;2012083;23.03.2012;5.7;Hemse;;;;;
;084;2012;2012084;24.03.2012;4.7;Hemse;;;;;
;085;2012;2012085;25.03.2012;4.5;Hemse;;;;;
;086;2012;2012086;26.03.2012;5.2;Hemse;;;;;
;087;2012;2012087;27.03.2012;7.9;Hemse;;;;;
;088;2012;2012088;28.03.2012;7.2;Hemse;;;;;
;089;2012;2012089;29.03.2012;5.5;Hemse;;;;;
;090;2012;2012090;30.03.2012;4.1;Hemse;;;;;
;091;2012;2012091;31.03.2012;0.8;Hemse;;;;;
;092;2012;2012092;01.04.2012;0.7;Hemse;;;;;
;093;2012;2012093;02.04.2012;0.6;Hemse;;;;;
;094;2012;2012094;03.04.2012;0.1;Hemse;;;;;
;095;2012;2012095;04.04.2012;-0.4;Hemse;;;;;
;096;2012;2012096;05.04.2012;1.9;Hemse;;;;;
;097;2012;2012097;06.04.2012;3.6;Hemse;;;;;
;098;2012;2012098;07.04.2012;0;Hemse;;;;;
;099;2012;2012099;08.04.2012;0.9;Hemse;;;;;
;100;2012;2012100;09.04.2012;2;Hemse;;;;;
;101;2012;2012101;10.04.2012;4.6;Hemse;;;;;
;102;2012;2012102;11.04.2012;6.1;Hemse;;;;;
;103;2012;2012103;12.04.2012;5.9;Hemse;;;;;
;104;2012;2012104;13.04.2012;3.8;Hemse;;;;;
;105;2012;2012105;14.04.2012;4.7;Hemse;;;;;
;106;2012;2012106;15.04.2012;3.9;Hemse;;;;;
;107;2012;2012107;16.04.2012;5.7;Hemse;;;;;
;108;2012;2012108;17.04.2012;3.7;Hemse;;;;;
;109;2012;2012109;18.04.2012;3.7;Hemse;;;;;
;110;2012;2012110;19.04.2012;5.3;Hemse;;;;;
;111;2012;2012111;20.04.2012;4.1;Hemse;;;;;
;112;2012;2012112;21.04.2012;4.5;Hemse;;;;;
;113;2012;2012113;22.04.2012;8.2;Hemse;;;;;
;114;2012;2012114;23.04.2012;6.8;Hemse;;;;;
;115;2012;2012115;24.04.2012;6.4;Hemse;;;;;
;116;2012;2012116;25.04.2012;7.5;Hemse;;;;;
;117;2012;2012117;26.04.2012;10.5;Hemse;;;;;
;118;2012;2012118;27.04.2012;10.7;Hemse;;;;;
;119;2012;2012119;28.04.2012;9.7;Hemse;;;;;
;120;2012;2012120;29.04.2012;9.6;Hemse;;;;;
;121;2012;2012121;30.04.2012;10.6;Hemse;;;;;
;122;2012;2012122;01.05.2012;7.8;Hemse;;;;;
;123;2012;2012123;02.05.2012;7.1;Hemse;;;;;
;124;2012;2012124;03.05.2012;9;Hemse;;;;;
;125;2012;2012125;04.05.2012;6.2;Hemse;;;;;
;126;2012;2012126;05.05.2012;9.9;Hemse;;;;;
;127;2012;2012127;06.05.2012;4.6;Hemse;;;;;
;128;2012;2012128;07.05.2012;6.2;Hemse;;;;;
;129;2012;2012129;08.05.2012;6.8;Hemse;;;;;
;130;2012;2012130;09.05.2012;9.8;Hemse;;;;;
;131;2012;2012131;10.05.2012;13.3;Hemse;;;;;
;132;2012;2012132;11.05.2012;13;Hemse;;;;;
;133;2012;2012133;12.05.2012;8.7;Hemse;;;;;
;134;2012;2012134;13.05.2012;9.1;Hemse;;;;;
;135;2012;2012135;14.05.2012;8.6;Hemse;;;;;
;136;2012;2012136;15.05.2012;10;Hemse;;;;;
;137;2012;2012137;16.05.2012;9.9;Hemse;;;;;
;138;2012;2012138;17.05.2012;8.9;Hemse;;;;;
;139;2012;2012139;18.05.2012;9;Hemse;;;;;
;140;2012;2012140;19.05.2012;9.9;Hemse;;;;;
;141;2012;2012141;20.05.2012;13.9;Hemse;;;;;
;142;2012;2012142;21.05.2012;16.1;Hemse;;;;;
;143;2012;2012143;22.05.2012;17.1;Hemse;;;;;
;144;2012;2012144;23.05.2012;15.6;Hemse;;;;;
;145;2012;2012145;24.05.2012;13.5;Hemse;;;;;
;146;2012;2012146;25.05.2012;14;Hemse;;;;;
;147;2012;2012147;26.05.2012;13.4;Hemse;;;;;
;148;2012;2012148;27.05.2012;11.4;Hemse;;;;;
;149;2012;2012149;28.05.2012;13.3;Hemse;;;;;
;150;2012;2012150;29.05.2012;8.4;Hemse;;;;;
;151;2012;2012151;30.05.2012;8.3;Hemse;;;;;
;152;2012;2012152;31.05.2012;9.6;Hemse;;;;;
;153;2012;2012153;01.06.2012;9.3;Hemse;;;;;
;154;2012;2012154;02.06.2012;8.6;Hemse;;;;;
;155;2012;2012155;03.06.2012;10.4;Hemse;;;;;
;156;2012;2012156;04.06.2012;9.6;Hemse;;;;;
;157;2012;2012157;05.06.2012;11.7;Hemse;;;;;
;158;2012;2012158;06.06.2012;10.4;Hemse;;;;;
;159;2012;2012159;07.06.2012;10.3;Hemse;;;;;
;160;2012;2012160;08.06.2012;11.7;Hemse;;;;;
;161;2012;2012161;09.06.2012;14.9;Hemse;;;;;
;162;2012;2012162;10.06.2012;12.9;Hemse;;;;;
;163;2012;2012163;11.06.2012;11.8;Hemse;;;;;
;164;2012;2012164;12.06.2012;13.1;Hemse;;;;;
;165;2012;2012165;13.06.2012;13.9;Hemse;;;;;
;166;2012;2012166;14.06.2012;14.4;Hemse;;;;;
;167;2012;2012167;15.06.2012;12.2;Hemse;;;;;
;168;2012;2012168;16.06.2012;13.1;Hemse;;;;;
;169;2012;2012169;17.06.2012;15.3;Hemse;;;;;
;170;2012;2012170;18.06.2012;15.7;Hemse;;;;;
;171;2012;2012171;19.06.2012;15.2;Hemse;;;;;
;172;2012;2012172;20.06.2012;15.6;Hemse;;;;;
;173;2012;2012173;21.06.2012;12.8;Hemse;;;;;
;174;2012;2012174;22.06.2012;15.8;Hemse;;;;;
;175;2012;2012175;23.06.2012;14.3;Hemse;;;;;
;176;2012;2012176;24.06.2012;14.6;Hemse;;;;;
;177;2012;2012177;25.06.2012;12.7;Hemse;;;;;
;178;2012;2012178;26.06.2012;12.6;Hemse;;;;;
;179;2012;2012179;27.06.2012;12.5;Hemse;;;;;
;180;2012;2012180;28.06.2012;14.4;Hemse;;;;;
;181;2012;2012181;29.06.2012;13.4;Hemse;;;;;
;182;2012;2012182;30.06.2012;17.4;Hemse;;;;;
;183;2012;2012183;01.07.2012;16.4;Hemse;;;;;
;184;2012;2012184;02.07.2012;16.2;Hemse;;;;;
;185;2012;2012185;03.07.2012;16.7;Hemse;;;;;
;186;2012;2012186;04.07.2012;16;Hemse;;;;;
;187;2012;2012187;05.07.2012;16.4;Hemse;;;;;
;188;2012;2012188;06.07.2012;18.7;Hemse;;;;;
;189;2012;2012189;07.07.2012;20.3;Hemse;;;;;
;190;2012;2012190;08.07.2012;18.5;Hemse;;;;;
;191;2012;2012191;09.07.2012;17.7;Hemse;;;;;
;192;2012;2012192;10.07.2012;16.8;Hemse;;;;;
;193;2012;2012193;11.07.2012;17.3;Hemse;;;;;
;194;2012;2012194;12.07.2012;16.3;Hemse;;;;;
;195;2012;2012195;13.07.2012;14.9;Hemse;;;;;
;196;2012;2012196;14.07.2012;14.6;Hemse;;;;;
;197;2012;2012197;15.07.2012;16.4;Hemse;;;;;
;198;2012;2012198;16.07.2012;15.4;Hemse;;;;;
;199;2012;2012199;17.07.2012;14.5;Hemse;;;;;
;200;2012;2012200;18.07.2012;14.6;Hemse;;;;;
;201;2012;2012201;19.07.2012;13;Hemse;;;;;
;202;2012;2012202;20.07.2012;14.9;Hemse;;;;;
;203;2012;2012203;21.07.2012;15.1;Hemse;;;;;
;204;2012;2012204;22.07.2012;14.4;Hemse;;;;;
;205;2012;2012205;23.07.2012;16.1;Hemse;;;;;
;206;2012;2012206;24.07.2012;18.9;Hemse;;;;;
;207;2012;2012207;25.07.2012;18.6;Hemse;;;;;
;208;2012;2012208;26.07.2012;18.9;Hemse;;;;;
;209;2012;2012209;27.07.2012;18.6;Hemse;;;;;
;210;2012;2012210;28.07.2012;19.9;Hemse;;;;;
;211;2012;2012211;29.07.2012;16.7;Hemse;;;;;
;212;2012;2012212;30.07.2012;16.1;Hemse;;;;;
;213;2012;2012213;31.07.2012;15.8;Hemse;;;;;
;214;2012;2012214;01.08.2012;15.2;Hemse;;;;;
;215;2012;2012215;02.08.2012;17.1;Hemse;;;;;
;216;2012;2012216;03.08.2012;19.8;Hemse;;;;;
;217;2012;2012217;04.08.2012;18.4;Hemse;;;;;
;218;2012;2012218;05.08.2012;17.4;Hemse;;;;;
;219;2012;2012219;06.08.2012;17.7;Hemse;;;;;
;220;2012;2012220;07.08.2012;17.6;Hemse;;;;;
;221;2012;2012221;08.08.2012;16.1;Hemse;;;;;
;222;2012;2012222;09.08.2012;13.9;Hemse;;;;;
;223;2012;2012223;10.08.2012;13.7;Hemse;;;;;
;224;2012;2012224;11.08.2012;13;Hemse;;;;;
;225;2012;2012225;12.08.2012;13;Hemse;;;;;
;226;2012;2012226;13.08.2012;12.5;Hemse;;;;;
;227;2012;2012227;14.08.2012;14;Hemse;;;;;
;228;2012;2012228;15.08.2012;17.8;Hemse;;;;;
;229;2012;2012229;16.08.2012;17.7;Hemse;;;;;
;230;2012;2012230;17.08.2012;16.3;Hemse;;;;;
;231;2012;2012231;18.08.2012;15.5;Hemse;;;;;
;232;2012;2012232;19.08.2012;20.1;Hemse;;;;;
;233;2012;2012233;20.08.2012;17.2;Hemse;;;;;
;234;2012;2012234;21.08.2012;17.3;Hemse;;;;;
;235;2012;2012235;22.08.2012;16.4;Hemse;;;;;
;236;2012;2012236;23.08.2012;16.6;Hemse;;;;;
;237;2012;2012237;24.08.2012;15.8;Hemse;;;;;
;238;2012;2012238;25.08.2012;15.5;Hemse;;;;;
;239;2012;2012239;26.08.2012;16.2;Hemse;;;;;
;240;2012;2012240;27.08.2012;11.7;Hemse;;;;;
;241;2012;2012241;28.08.2012;12;Hemse;;;;;
;242;2012;2012242;29.08.2012;17.1;Hemse;;;;;
;243;2012;2012243;30.08.2012;16.2;Hemse;;;;;
;244;2012;2012244;31.08.2012;15.4;Hemse;;;;;
;245;2012;2012245;01.09.2012;13.7;Hemse;;;;;
;246;2012;2012246;02.09.2012;14.9;Hemse;;;;;
;247;2012;2012247;03.09.2012;15.8;Hemse;;;;;
;248;2012;2012248;04.09.2012;14.6;Hemse;;;;;
;249;2012;2012249;05.09.2012;15.8;Hemse;;;;;
;250;2012;2012250;06.09.2012;12.3;Hemse;;;;;
;251;2012;2012251;07.09.2012;13.9;Hemse;;;;;
;252;2012;2012252;08.09.2012;13.4;Hemse;;;;;
;253;2012;2012253;09.09.2012;11.4;Hemse;;;;;
;254;2012;2012254;10.09.2012;15.8;Hemse;;;;;
;255;2012;2012255;11.09.2012;18.4;Hemse;;;;;
;256;2012;2012256;12.09.2012;14.3;Hemse;;;;;
;257;2012;2012257;13.09.2012;10.9;Hemse;;;;;
;258;2012;2012258;14.09.2012;11.6;Hemse;;;;;
;259;2012;2012259;15.09.2012;11.9;Hemse;;;;;
;260;2012;2012260;16.09.2012;13.5;Hemse;;;;;
;261;2012;2012261;17.09.2012;13.7;Hemse;;;;;
;262;2012;2012262;18.09.2012;13.5;Hemse;;;;;
;263;2012;2012263;19.09.2012;12.6;Hemse;;;;;
;264;2012;2012264;20.09.2012;11.3;Hemse;;;;;
;265;2012;2012265;21.09.2012;11.4;Hemse;;;;;
;266;2012;2012266;22.09.2012;10.8;Hemse;;;;;
;267;2012;2012267;23.09.2012;10.6;Hemse;;;;;
;268;2012;2012268;24.09.2012;8.8;Hemse;;;;;
;269;2012;2012269;25.09.2012;9.2;Hemse;;;;;
;270;2012;2012270;26.09.2012;12.9;Hemse;;;;;
;271;2012;2012271;27.09.2012;12.4;Hemse;;;;;
;272;2012;2012272;28.09.2012;11.9;Hemse;;;;;
;273;2012;2012273;29.09.2012;11.4;Hemse;;;;;
;274;2012;2012274;30.09.2012;11.6;Hemse;;;;;
;275;2012;2012275;01.10.2012;11.9;Hemse;;;;;
;276;2012;2012276;02.10.2012;12.2;Hemse;;;;;
;277;2012;2012277;03.10.2012;12.6;Hemse;;;;;
;278;2012;2012278;04.10.2012;11.9;Hemse;;;;;
;279;2012;2012279;05.10.2012;9.6;Hemse;;;;;
;280;2012;2012280;06.10.2012;8.8;Hemse;;;;;
;281;2012;2012281;07.10.2012;9.3;Hemse;;;;;
;282;2012;2012282;08.10.2012;7.8;Hemse;;;;;
;283;2012;2012283;09.10.2012;6.9;Hemse;;;;;
;284;2012;2012284;10.10.2012;5.6;Hemse;;;;;
;285;2012;2012285;11.10.2012;6.4;Hemse;;;;;
;286;2012;2012286;12.10.2012;4.7;Hemse;;;;;
;287;2012;2012287;13.10.2012;3.6;Hemse;;;;;
;288;2012;2012288;14.10.2012;6.8;Hemse;;;;;
;289;2012;2012289;15.10.2012;6.7;Hemse;;;;;
;290;2012;2012290;16.10.2012;8.7;Hemse;;;;;
;291;2012;2012291;17.10.2012;8.6;Hemse;;;;;
;292;2012;2012292;18.10.2012;11.6;Hemse;;;;;
;293;2012;2012293;19.10.2012;10.2;Hemse;;;;;
;294;2012;2012294;20.10.2012;10.5;Hemse;;;;;
;295;2012;2012295;21.10.2012;11;Hemse;;;;;
;296;2012;2012296;22.10.2012;8.5;Hemse;;;;;
;297;2012;2012297;23.10.2012;6.5;Hemse;;;;;
;298;2012;2012298;24.10.2012;6.2;Hemse;;;;;
;299;2012;2012299;25.10.2012;2.8;Hemse;;;;;
;300;2012;2012300;26.10.2012;2.6;Hemse;;;;;
;301;2012;2012301;27.10.2012;1.5;Hemse;;;;;
;302;2012;2012302;28.10.2012;-0.8;Hemse;;;;;
;303;2012;2012303;29.10.2012;1.4;Hemse;;;;;
;304;2012;2012304;30.10.2012;5.1;Hemse;;;;;
;305;2012;2012305;31.10.2012;3.2;Hemse;;;;;
;306;2012;2012306;01.11.2012;7.6;Hemse;;;;;
;307;2012;2012307;02.11.2012;7.2;Hemse;;;;;
;308;2012;2012308;03.11.2012;3.9;Hemse;;;;;
;309;2012;2012309;04.11.2012;1.4;Hemse;;;;;
;310;2012;2012310;05.11.2012;3.5;Hemse;;;;;
;311;2012;2012311;06.11.2012;3.5;Hemse;;;;;
;312;2012;2012312;07.11.2012;3.5;Hemse;;;;;
;313;2012;2012313;08.11.2012;7.4;Hemse;;;;;
;314;2012;2012314;09.11.2012;4.5;Hemse;;;;;
;315;2012;2012315;10.11.2012;7.5;Hemse;;;;;
;316;2012;2012316;11.11.2012;8.1;Hemse;;;;;
;317;2012;2012317;12.11.2012;5.9;Hemse;;;;;
;318;2012;2012318;13.11.2012;3.2;Hemse;;;;;
;319;2012;2012319;14.11.2012;7.2;Hemse;;;;;
;320;2012;2012320;15.11.2012;6.5;Hemse;;;;;
;321;2012;2012321;16.11.2012;4.4;Hemse;;;;;
;322;2012;2012322;17.11.2012;5.6;Hemse;;;;;
;323;2012;2012323;18.11.2012;5.6;Hemse;;;;;
;324;2012;2012324;19.11.2012;2.6;Hemse;;;;;
;325;2012;2012325;20.11.2012;6.7;Hemse;;;;;
;326;2012;2012326;21.11.2012;6.3;Hemse;;;;;
;327;2012;2012327;22.11.2012;6.2;Hemse;;;;;
;328;2012;2012328;23.11.2012;5.5;Hemse;;;;;
;329;2012;2012329;24.11.2012;5.7;Hemse;;;;;
;330;2012;2012330;25.11.2012;2.1;Hemse;;;;;
;331;2012;2012331;26.11.2012;6.4;Hemse;;;;;
;332;2012;2012332;27.11.2012;6.5;Hemse;;;;;
;333;2012;2012333;28.11.2012;4.5;Hemse;;;;;
;334;2012;2012334;29.11.2012;2.5;Hemse;;;;;
;335;2012;2012335;30.11.2012;0.2;Hemse;;;;;
;336;2012;2012336;01.12.2012;-3.3;Hemse;;;;;
;337;2012;2012337;02.12.2012;-5;Hemse;;;;;
;338;2012;2012338;03.12.2012;-6;Hemse;;;;;
;339;2012;2012339;04.12.2012;-1;Hemse;;;;;
;340;2012;2012340;05.12.2012;0.2;Hemse;;;;;
;341;2012;2012341;06.12.2012;-3;Hemse;;;;;
;342;2012;2012342;07.12.2012;-7.2;Hemse;;;;;
;343;2012;2012343;08.12.2012;-5.7;Hemse;;;;;
;344;2012;2012344;09.12.2012;-4;Hemse;;;;;
;345;2012;2012345;10.12.2012;-2;Hemse;;;;;
;346;2012;2012346;11.12.2012;-1.6;Hemse;;;;;
;347;2012;2012347;12.12.2012;-3.8;Hemse;;;;;
;348;2012;2012348;13.12.2012;-4;Hemse;;;;;
;349;2012;2012349;14.12.2012;-4.5;Hemse;;;;;
;350;2012;2012350;15.12.2012;0.4;Hemse;;;;;
;351;2012;2012351;16.12.2012;1.3;Hemse;;;;;
;352;2012;2012352;17.12.2012;0.4;Hemse;;;;;
;353;2012;2012353;18.12.2012;-1.9;Hemse;;;;;
;354;2012;2012354;19.12.2012;-3.1;Hemse;;;;;
;355;2012;2012355;20.12.2012;-3;Hemse;;;;;
;356;2012;2012356;21.12.2012;-3.1;Hemse;;;;;
;357;2012;2012357;22.12.2012;-3.8;Hemse;;;;;
;358;2012;2012358;23.12.2012;-5.3;Hemse;;;;;
;359;2012;2012359;24.12.2012;-0.2;Hemse;;;;;
;360;2012;2012360;25.12.2012;2.5;Hemse;;;;;
;361;2012;2012361;26.12.2012;3;Hemse;;;;;
;362;2012;2012362;27.12.2012;2;Hemse;;;;;
;363;2012;2012363;28.12.2012;-0.7;Hemse;;;;;
;364;2012;2012364;29.12.2012;1.1;Hemse;;;;;
;365;2012;2012365;30.12.2012;3.7;Hemse;;;;;
;366;2012;2012366;31.12.2012;4.5;Hemse;;;;;
;001;2013;2013001;01.01.2013;4.9;Hemse;;;;;
;002;2013;2013002;02.01.2013;1.8;Hemse;;;;;
;003;2013;2013003;03.01.2013;3;Hemse;;;;;
;004;2013;2013004;04.01.2013;3;Hemse;;;;;
;005;2013;2013005;05.01.2013;0.6;Hemse;;;;;
;006;2013;2013006;06.01.2013;-1.2;Hemse;;;;;
;007;2013;2013007;07.01.2013;-0.7;Hemse;;;;;
;008;2013;2013008;08.01.2013;1.1;Hemse;;;;;
;009;2013;2013009;09.01.2013;2.1;Hemse;;;;;
;010;2013;2013010;10.01.2013;-0.8;Hemse;;;;;
;011;2013;2013011;11.01.2013;-2.3;Hemse;;;;;
;012;2013;2013012;12.01.2013;-3.1;Hemse;;;;;
;013;2013;2013013;13.01.2013;-3.9;Hemse;;;;;
;014;2013;2013014;14.01.2013;-3.3;Hemse;;;;;
;015;2013;2013015;15.01.2013;-2.1;Hemse;;;;;
;016;2013;2013016;16.01.2013;-9.1;Hemse;;;;;
;017;2013;2013017;17.01.2013;-2.7;Hemse;;;;;
;018;2013;2013018;18.01.2013;-8.7;Hemse;;;;;
;019;2013;2013019;19.01.2013;-8.4;Hemse;;;;;
;020;2013;2013020;20.01.2013;-6.1;Hemse;;;;;
;021;2013;2013021;21.01.2013;-4.4;Hemse;;;;;
;022;2013;2013022;22.01.2013;-8.8;Hemse;;;;;
;023;2013;2013023;23.01.2013;-11.2;Hemse;;;;;
;024;2013;2013024;24.01.2013;-7;Hemse;;;;;
;025;2013;2013025;25.01.2013;-11.3;Hemse;;;;;
;026;2013;2013026;26.01.2013;-3.6;Hemse;;;;;
;027;2013;2013027;27.01.2013;-3.1;Hemse;;;;;
;028;2013;2013028;28.01.2013;0.8;Hemse;;;;;
;029;2013;2013029;29.01.2013;1.5;Hemse;;;;;
;030;2013;2013030;30.01.2013;2.9;Hemse;;;;;
;031;2013;2013031;31.01.2013;2.4;Hemse;;;;;
;032;2013;2013032;01.02.2013;-1.6;Hemse;;;;;
;033;2013;2013033;02.02.2013;-2.8;Hemse;;;;;
;034;2013;2013034;03.02.2013;-2.4;Hemse;;;;;
;035;2013;2013035;04.02.2013;0.1;Hemse;;;;;
;036;2013;2013036;05.02.2013;1.2;Hemse;;;;;
;037;2013;2013037;06.02.2013;-0.7;Hemse;;;;;
;038;2013;2013038;07.02.2013;-0.6;Hemse;;;;;
;039;2013;2013039;08.02.2013;-1;Hemse;;;;;
;040;2013;2013040;09.02.2013;0.1;Hemse;;;;;
;041;2013;2013041;10.02.2013;-1.3;Hemse;;;;;
